schema_name,table_name,column_name,entity_type,business_term,glossary,category,sensitivity,critical_data_element
cscu_core,kyc_reviews,risk_rating_cd,COLUMN,Risk Rating Code,CSCU Business Glossary,Compliance & Risk,LOW,No
cscu_core,kyc_reviews,id_doc_type_cd,COLUMN,ID Doc Type Code,CSCU Business Glossary,Compliance & Risk,LOW,No
cscu_core,kyc_reviews,id_doc_no,COLUMN,ID Doc Number,CSCU Business Glossary,Compliance & Risk,LOW,No
cscu_core,kyc_reviews,reviewer_emp_id,COLUMN,Reviewer Employee ID,CSCU Business Glossary,Compliance & Risk,LOW,No
cscu_core,kyc_reviews,kyc_status,COLUMN,KYC Status,CSCU Business Glossary,Compliance & Risk,LOW,No
cscu_core,suspicious_activity,sar_id,COLUMN,SAR ID,CSCU Business Glossary,Compliance & Risk,LOW,Yes
cscu_core,suspicious_activity,acct_id,COLUMN,Account ID,CSCU Business Glossary,Compliance & Risk,HIGH,Yes
cscu_core,suspicious_activity,activity_type_cd,COLUMN,Activity Type Code,CSCU Business Glossary,Compliance & Risk,LOW,No
cscu_core,suspicious_activity,filed_by_emp_id,COLUMN,Filed By Employee ID,CSCU Business Glossary,Compliance & Risk,LOW,No
cscu_core,suspicious_activity,sar_status,COLUMN,SAR Status,CSCU Business Glossary,Compliance & Risk,LOW,No
cscu_core,gl_entries,gl_id,COLUMN,General Ledger ID,CSCU Business Glossary,Finance & Ledger,LOW,Yes
cscu_core,gl_entries,gl_acct_no,COLUMN,General Ledger Account Number,CSCU Business Glossary,Finance & Ledger,HIGH,Yes
cscu_core,gl_entries,br_id,COLUMN,Branch ID,CSCU Business Glossary,Finance & Ledger,LOW,No
